0, 0.3056641, -0.3046875, -0.9588623, -1.12, 0.56, -0.49
85, 0.3056641, -0.3046875, -0.9588623, -1.12, 0.56, -0.49
171, 0.3009644, -0.3026123, -0.9598389, -1.12, 0.56, -0.35
256, 0.3009644, -0.3026123, -0.9598389, -1.12, 0.56, -0.35
341, 0.3009644, -0.3026123, -0.9598389, -1.12, 0.56, -0.35
427, 0.3015137, -0.3036499, -0.9584961, -0.77, 0.7, -0.49
512, 0.3015137, -0.3036499, -0.9584961, -0.77, 0.7, -0.49
597, 0.3015137, -0.3036499, -0.9584961, -0.77, 0.7, -0.49
683, 0.3007202, -0.3018799, -0.9594116, -1.19, 0.49, -0.56
768, 0.3007202, -0.3018799, -0.9594116, -1.19, 0.49, -0.56
853, 0.3007202, -0.3018799, -0.9594116, -1.19, 0.49, -0.56
939, 0.3010254, -0.2990112, -0.9568481, -0.98, 0.56, -0.42
1024, 0.3010254, -0.2990112, -0.9568481, -0.98, 0.56, -0.42
1109, 0.3010254, -0.2990112, -0.9568481, -0.98, 0.56, -0.42
1195, 0.3041992, -0.2990723, -0.960144, -0.77, 0.63, -0.42
1280, 0.3041992, -0.2990723, -0.960144, -0.77, 0.63, -0.42
1365, 0.3041992, -0.2990723, -0.960144, -0.77, 0.63, -0.42
1451, 0.3035889, -0.2988892, -0.9593506, -1.19, 0.56, -0.42
1536, 0.3035889, -0.2988892, -0.9593506, -1.19, 0.56, -0.42
1621, 0.3035889, -0.2988892, -0.9593506, -1.19, 0.56, -0.42
1707, 0.3017578, -0.3006592, -0.9614258, -0.91, 0.56, -0.42
1792, 0.3017578, -0.3006592, -0.9614258, -0.91, 0.56, -0.42
1877, 0.3017578, -0.3006592, -0.9614258, -0.91, 0.56, -0.42
1963, 0.3012695, -0.295105, -0.9573975, -0.91, 0.56, -0.49
2048, 0.3012695, -0.295105, -0.9573975, -0.91, 0.56, -0.49
2133, 0.3012695, -0.295105, -0.9573975, -0.91, 0.56, -0.49
2219, 0.3026733, -0.3041382, -0.9589233, -0.63, 0.56, -0.35
2304, 0.3026733, -0.3041382, -0.9589233, -0.63, 0.56, -0.35
2389, 0.3026733, -0.3041382, -0.9589233, -0.63, 0.56, -0.35
2475, 0.2990723, -0.2998657, -0.960022, -1.19, 0.42, -0.49
2560, 0.2990723, -0.2998657, -0.960022, -1.19, 0.42, -0.49
2645, 0.2990723, -0.2998657, -0.960022, -1.19, 0.42, -0.49
2731, 0.3012695, -0.3023682, -0.9556885, -0.35, 0.7, -0.42
2816, 0.3012695, -0.3023682, -0.9556885, -0.35, 0.7, -0.42
2901, 0.3012695, -0.3023682, -0.9556885, -0.35, 0.7, -0.42
2987, 0.3036499, -0.3045654, -0.9530029, -0.84, 0.56, -0.49
3072, 0.3036499, -0.3045654, -0.9530029, -0.84, 0.56, -0.49
3157, 0.3036499, -0.3045654, -0.9530029, -0.84, 0.56, -0.49
3243, 0.3060913, -0.3032837, -0.9619751, -1.33, 0.42, -0.42
3328, 0.3060913, -0.3032837, -0.9619751, -1.33, 0.42, -0.42
3413, 0.3060913, -0.3032837, -0.9619751, -1.33, 0.42, -0.42
3499, 0.3026733, -0.3035278, -0.9579468, -0.7, 0.7, -0.42
3584, 0.3026733, -0.3035278, -0.9579468, -0.7, 0.7, -0.42
3669, 0.3026733, -0.3035278, -0.9579468, -0.7, 0.7, -0.42
3755, 0.3013306, -0.2999878, -0.9588013, -1.26, 0.49, -0.42
3840, 0.3013306, -0.2999878, -0.9588013, -1.26, 0.49, -0.42
3925, 0.3013306, -0.2999878, -0.9588013, -1.26, 0.49, -0.42
4011, 0.2982788, -0.2975464, -0.958313, -0.98, 0.49, -0.42
4096, 0.2982788, -0.2975464, -0.958313, -0.98, 0.49, -0.42
4181, 0.2982788, -0.2975464, -0.958313, -0.98, 0.49, -0.42
4267, 0.3010254, -0.2987061, -0.958374, -0.91, 0.49, -0.49
4352, 0.3010254, -0.2987061, -0.958374, -0.91, 0.49, -0.49
4437, 0.3010254, -0.2987061, -0.958374, -0.91, 0.49, -0.49
4523, 0.3017578, -0.3005371, -0.9591675, -0.98, 0.63, -0.42
4608, 0.3017578, -0.3005371, -0.9591675, -0.98, 0.63, -0.42
4693, 0.3017578, -0.3005371, -0.9591675, -0.98, 0.63, -0.42
4779, 0.3015137, -0.3008423, -0.9594116, -1.12, 0.56, -0.49
4864, 0.3015137, -0.3008423, -0.9594116, -1.12, 0.56, -0.49
4949, 0.3015137, -0.3008423, -0.9594116, -1.12, 0.56, -0.49
5035, 0.3017578, -0.3023682, -0.9626465, -0.84, 0.42, -0.49
5120, 0.3017578, -0.3023682, -0.9626465, -0.84, 0.42, -0.49
5205, 0.3017578, -0.3023682, -0.9626465, -0.84, 0.42, -0.49
5291, 0.3015137, -0.3013916, -0.9575806, -0.77, 0.63, -0.56
5376, 0.3015137, -0.3013916, -0.9575806, -0.77, 0.63, -0.56
5461, 0.3015137, -0.3013916, -0.9575806, -0.77, 0.63, -0.56
5547, 0.3024292, -0.3030396, -0.9609375, -0.91, 0.49, -0.42
5632, 0.3024292, -0.3030396, -0.9609375, -0.91, 0.49, -0.42
5717, 0.3024292, -0.3030396, -0.9609375, -0.91, 0.49, -0.42
5803, 0.3010254, -0.3002319, -0.9597168, -0.84, 0.49, -0.42
5888, 0.3010254, -0.3002319, -0.9597168, -0.84, 0.49, -0.42
5973, 0.3010254, -0.3002319, -0.9597168, -0.84, 0.49, -0.42
6059, 0.3013306, -0.3016968, -0.9595337, -0.98, 0.56, -0.42
6144, 0.3013306, -0.3016968, -0.9595337, -0.98, 0.56, -0.42
6229, 0.3013306, -0.3016968, -0.9595337, -0.98, 0.56, -0.42
6315, 0.3011475, -0.298645, -0.9589844, -1.19, 0.56, -0.42
6400, 0.3011475, -0.298645, -0.9589844, -1.19, 0.56, -0.42
6485, 0.3011475, -0.298645, -0.9589844, -1.19, 0.56, -0.42
6571, 0.302002, -0.3002319, -0.9593506, -0.84, 0.56, -0.35
6656, 0.302002, -0.3002319, -0.9593506, -0.84, 0.56, -0.35
6742, 0.302002, -0.3002319, -0.9593506, -0.84, 0.56, -0.35
6827, 0.3015137, -0.3004761, -0.9589233, -0.91, 0.56, -0.49
6912, 0.3015137, -0.3004761, -0.9589233, -0.91, 0.56, -0.49
6998, 0.3015137, -0.3004761, -0.9589233, -0.91, 0.56, -0.49
7083, 0.3036499, -0.2999878, -0.9592896, -0.98, 0.7, -0.49
7168, 0.3036499, -0.2999878, -0.9592896, -0.98, 0.7, -0.49
7254, 0.3036499, -0.2999878, -0.9592896, -0.98, 0.7, -0.49
7339, 0.3026123, -0.3043213, -0.9602661, -0.84, 0.56, -0.49
7424, 0.3026123, -0.3043213, -0.9602661, -0.84, 0.56, -0.49
7510, 0.3026123, -0.3043213, -0.9602661, -0.84, 0.56, -0.49
7595, 0.3012085, -0.3015137, -0.960144, -1.05, 0.42, -0.42
7680, 0.3012085, -0.3015137, -0.960144, -1.05, 0.42, -0.42
7766, 0.3012085, -0.3015137, -0.960144, -1.05, 0.42, -0.42
7851, 0.3011475, -0.3027954, -0.9595337, -0.98, 0.7, -0.35
7936, 0.3011475, -0.3027954, -0.9595337, -0.98, 0.7, -0.35
8022, 0.3011475, -0.3027954, -0.9595337, -0.98, 0.7, -0.35
8107, 0.3018799, -0.3014526, -0.9579468, -0.91, 0.56, -0.42
8192, 0.3018799, -0.3014526, -0.9579468, -0.91, 0.56, -0.42
8278, 0.3018799, -0.3014526, -0.9579468, -0.91, 0.56, -0.42
8363, 0.300293, -0.3015747, -0.9597778, -0.77, 0.49, -0.35
8448, 0.300293, -0.3015747, -0.9597778, -0.77, 0.49, -0.35
8534, 0.300293, -0.3015747, -0.9597778, -0.77, 0.49, -0.35
8619, 0.2995605, -0.2993164, -0.960144, -0.91, 0.56, -0.49
8704, 0.2995605, -0.2993164, -0.960144, -0.91, 0.56, -0.49
8790, 0.2995605, -0.2993164, -0.960144, -0.91, 0.56, -0.49
8875, 0.3030396, -0.3006592, -0.9597168, -1.05, 0.56, -0.49
8960, 0.3030396, -0.3006592, -0.9597168, -1.05, 0.56, -0.49
9046, 0.3030396, -0.3006592, -0.9597168, -1.05, 0.56, -0.49
9131, 0.3021851, -0.302002, -0.9579468, -0.84, 0.7, -0.49
9216, 0.3021851, -0.302002, -0.9579468, -0.84, 0.7, -0.49
9302, 0.3021851, -0.302002, -0.9579468, -0.84, 0.7, -0.49
9387, 0.3026123, -0.3021851, -0.9607544, -0.91, 0.56, -0.49
9472, 0.3026123, -0.3021851, -0.9607544, -0.91, 0.56, -0.49
9558, 0.3026123, -0.3021851, -0.9607544, -0.91, 0.56, -0.49
9643, 0.3025513, -0.3012085, -0.9584351, -1.05, 0.7, -0.63
9728, 0.3025513, -0.3012085, -0.9584351, -1.05, 0.7, -0.63
9814, 0.3025513, -0.3012085, -0.9584351, -1.05, 0.7, -0.63
9899, 0.3005371, -0.3005981, -0.9569702, -0.98, 0.7, -0.49
9984, 0.3005371, -0.3005981, -0.9569702, -0.98, 0.7, -0.49
10070, 0.3005371, -0.3005981, -0.9569702, -0.98, 0.7, -0.49
10155, 0.3023682, -0.302063, -0.9587402, -0.98, 0.56, -0.35
10240, 0.3023682, -0.302063, -0.9587402, -0.98, 0.56, -0.35
10326, 0.3023682, -0.302063, -0.9587402, -0.98, 0.56, -0.35
10411, 0.3033447, -0.3011475, -0.9585571, -0.91, 0.49, -0.42
10496, 0.3033447, -0.3011475, -0.9585571, -0.91, 0.49, -0.42
10582, 0.3033447, -0.3011475, -0.9585571, -0.91, 0.49, -0.42
10667, 0.3006592, -0.3006592, -0.9577026, -1.12, 0.56, -0.42
10752, 0.3006592, -0.3006592, -0.9577026, -1.12, 0.56, -0.42
10838, 0.3006592, -0.3006592, -0.9577026, -1.12, 0.56, -0.42
10923, 0.3001099, -0.300415, -0.9598389, -1.05, 0.63, -0.49
11008, 0.3001099, -0.300415, -0.9598389, -1.05, 0.63, -0.49
11094, 0.3001099, -0.300415, -0.9598389, -1.05, 0.63, -0.49
11179, 0.3000488, -0.2988281, -0.9586792, -0.98, 0.49, -0.49
11264, 0.3000488, -0.2988281, -0.9586792, -0.98, 0.49, -0.49
11350, 0.3000488, -0.2988281, -0.9586792, -0.98, 0.49, -0.49
11435, 0.3018188, -0.3015137, -0.9581299, -0.98, 0.49, -0.49
11520, 0.3018188, -0.3015137, -0.9581299, -0.98, 0.49, -0.49
11606, 0.3018188, -0.3015137, -0.9581299, -0.98, 0.49, -0.49
11691, 0.3009033, -0.3040161, -0.9589844, -0.91, 0.42, -0.42
11776, 0.3009033, -0.3040161, -0.9589844, -0.91, 0.42, -0.42
11862, 0.3009033, -0.3040161, -0.9589844, -0.91, 0.42, -0.42
11947, 0.3022461, -0.302002, -0.9591064, -0.98, 0.56, -0.42
12032, 0.3022461, -0.302002, -0.9591064, -0.98, 0.56, -0.42
12118, 0.3022461, -0.302002, -0.9591064, -0.98, 0.56, -0.42
12203, 0.3029175, -0.3018799, -0.9590454, -0.84, 0.56, -0.42
12288, 0.3029175, -0.3018799, -0.9590454, -0.84, 0.56, -0.42
12374, 0.3029175, -0.3018799, -0.9590454, -0.84, 0.56, -0.42
12459, 0.3035889, -0.3006592, -0.960022, -0.91, 0.56, -0.42
12544, 0.3035889, -0.3006592, -0.960022, -0.91, 0.56, -0.42
12630, 0.3035889, -0.3006592, -0.960022, -0.91, 0.56, -0.42
12715, 0.3026123, -0.298584, -0.9579468, -0.91, 0.49, -0.42
12800, 0.3026123, -0.298584, -0.9579468, -0.91, 0.49, -0.42
12886, 0.3026123, -0.298584, -0.9579468, -0.91, 0.49, -0.42
12971, 0.3034668, -0.3006592, -0.9575806, -0.84, 0.49, -0.42
13057, 0.3034668, -0.3006592, -0.9575806, -0.84, 0.49, -0.42
13142, 0.3034668, -0.3006592, -0.9575806, -0.84, 0.49, -0.42
13227, 0.3035889, -0.3002319, -0.958374, -0.91, 0.56, -0.42
13313, 0.3035889, -0.3002319, -0.958374, -0.91, 0.56, -0.42
13398, 0.3035889, -0.3002319, -0.958374, -0.91, 0.56, -0.42
13483, 0.3043823, -0.2999268, -0.9605103, -0.98, 0.49, -0.49
13569, 0.3043823, -0.2999268, -0.9605103, -0.98, 0.49, -0.49
13654, 0.3043823, -0.2999268, -0.9605103, -0.98, 0.49, -0.49
13739, 0.3015137, -0.3006592, -0.9599609, -1.05, 0.49, -0.42
13825, 0.3015137, -0.3006592, -0.9599609, -1.05, 0.49, -0.42
13910, 0.3015137, -0.3006592, -0.9599609, -1.05, 0.49, -0.42
13995, 0.3006592, -0.3010254, -0.958252, -0.91, 0.49, -0.42
14081, 0.3006592, -0.3010254, -0.958252, -0.91, 0.49, -0.42
14166, 0.3006592, -0.3010254, -0.958252, -0.91, 0.49, -0.42
14251, 0.3016357, -0.3013916, -0.9545898, -0.98, 0.56, -0.42
14337, 0.3016357, -0.3013916, -0.9545898, -0.98, 0.56, -0.42
14422, 0.3016357, -0.3013916, -0.9545898, -0.98, 0.56, -0.42
14507, 0.3001099, -0.300415, -0.9592285, -1.05, 0.49, -0.42
14593, 0.3001099, -0.300415, -0.9592285, -1.05, 0.49, -0.42
14678, 0.3001099, -0.300415, -0.9592285, -1.05, 0.49, -0.42
14763, 0.3012085, -0.3027954, -0.9608765, -0.91, 0.56, -0.42
14849, 0.3012085, -0.3027954, -0.9608765, -0.91, 0.56, -0.42
14934, 0.3012085, -0.3027954, -0.9608765, -0.91, 0.56, -0.42
15019, 0.3028564, -0.3005371, -0.9580688, -0.91, 0.56, -0.42
15105, 0.3028564, -0.3005371, -0.9580688, -0.91, 0.56, -0.42
15190, 0.3028564, -0.3005371, -0.9580688, -0.91, 0.56, -0.42
15275, 0.302002, -0.3019409, -0.9564819, -0.91, 0.49, -0.42
15361, 0.302002, -0.3019409, -0.9564819, -0.91, 0.49, -0.42
15446, 0.302002, -0.3019409, -0.9564819, -0.91, 0.49, -0.42
15531, 0.3004761, -0.3019409, -0.9573364, -0.98, 0.63, -0.49
15617, 0.3004761, -0.3019409, -0.9573364, -0.98, 0.63, -0.49
15702, 0.3004761, -0.3019409, -0.9573364, -0.98, 0.63, -0.49
