0,0.6415555
1,0.6415555
2,0.6205863
3,0.6205863
4,0.6205863
5,0.5978597
6,0.5978597
7,0.5978597
8,0.5757861
9,0.5757861
10,0.5757861
11,0.5601751
12,0.5601751
13,0.5601751
14,0.5408736
15,0.5408736
16,0.5408736
17,0.51969
18,0.51969
19,0.51969
20,0.4957527
21,0.4957527
22,0.4957527
23,0.4846814
24,0.4846814
25,0.4846814
26,0.4895753
27,0.4895753
28,0.4895753
29,0.513527
30,0.513527
31,0.513527
32,0.5487368
33,0.5487368
34,0.5487368
35,0.6118304
36,0.6118304
37,0.6118304
38,0.7242728
39,0.7242728
40,0.7242728
41,0.8854375
42,0.8854375
43,0.8854375
44,1.772339
45,1.772339
46,1.772339
47,1.871573
48,1.871573
49,1.871573
50,2.440825
