0,0.7651712
1,0.7651712
2,0.7633807
3,0.7633807
4,0.7633807
5,0.7473583
6,0.7473583
7,0.7473583
8,0.7258382
9,0.7258382
10,0.7258382
11,0.6874386
12,0.6874386
13,0.6874386
14,0.6397682
15,0.6397682
16,0.6397682
17,0.5938646
18,0.5938646
19,0.5938646
20,0.5680014
21,0.5680014
22,0.5680014
23,0.5621632
24,0.5621632
25,0.5621632
26,0.5765929
27,0.5765929
28,0.5765929
29,0.5982038
30,0.5982038
31,0.5982038
32,0.6266896
33,0.6266896
34,0.6266896
35,0.633097
36,0.633097
37,0.633097
38,0.6467212
39,0.6467212
40,0.6467212
41,0.7151648
42,0.7151648
43,0.7151648
44,0.7722523
45,0.7722523
46,0.7722523
47,1.074124
48,1.074124
49,1.074124
50,2.685627
