0,0.6839036
1,0.6839036
2,0.8299401
3,0.8299401
4,0.8299401
5,0.5917134
6,0.5917134
7,0.5917134
8,0.6106492
9,0.6106492
10,0.6106492
11,0.4611661
12,0.4611661
13,0.4611661
14,0.4496906
15,0.4496906
16,0.4496906
17,0.5102844
18,0.5102844
19,0.5102844
20,0.5583204
21,0.5583204
22,0.5583204
23,0.6525598
24,0.6525598
25,0.6525598
26,0.7277344
27,0.7277344
28,0.7277344
29,0.8738742
30,0.8738742
31,0.8738742
32,0.9679075
33,0.9679075
34,0.9679075
35,1.179814
36,1.179814
37,1.179814
38,1.454057
39,1.454057
40,1.454057
41,1.526591
42,1.526591
43,1.526591
44,1.877382
45,1.877382
46,1.877382
47,2.073007
48,2.073007
49,2.073007
50,2.385839
