0,-1.304383
1,-1.358135
2,-1.402677
3,-1.50596
4,-1.521983
5,-1.210274
6,-0.7087819
7,-0.8642616
8,-0.9577425
9,-1.004144
10,-1.023657
11,-1.053904
12,-1.068523
13,-1.081733
14,-1.105171
15,-1.106056
16,-1.126692
17,-1.14004
18,-1.14339
19,-1.111715
20,-1.096286
21,-1.065011
22,-1.006318
23,-0.9569442
24,-0.9602706
25,-0.9751816
26,-1.006622
27,-1.018657
28,-1.031707
29,-1.00572
30,-1.044296
31,-1.030868
32,-1.001481
33,-2.126496
34,-3.180832
35,-4.088101
36,-4.231794
37,-4.269644
38,-4.281181
39,-4.236255
40,-3.959941
41,-3.685803
42,-3.418482
43,-3.203067
44,-3.005591
45,-2.830715
46,-2.650476
47,-2.556257
48,-2.433995
49,-2.300581
50,-2.193041
51,-2.118242
52,-1.420278
53,-0.804392
54,-0.2327867
55,0.2573422
56,0.6950388
57,1.139329
58,1.508052
59,1.814919
60,2.11529
61,2.416994
62,2.64464
63,2.768857
64,2.831068
65,2.866114
66,3.076929
67,2.789258
68,2.772028
69,2.943045
70,3.131076
71,3.260304
72,3.388143
73,3.521205
74,2.790381
75,2.209878
76,1.792923
77,1.933152
78,1.802749
79,1.318971
80,0.1560721
81,-0.6529623
82,-0.672797
83,-0.5707902
84,-1.581382
85,-2.473264
86,-3.274119
87,-4.080556
88,-3.904476
89,-3.324373
90,-3.70885
91,-3.656762
92,-3.197016
93,-2.710545
94,-2.435325
95,-2.968853
96,-2.619177
97,-2.422373
98,-2.330323
99,-2.14907
100,-1.697031
101,-1.287194
102,-0.8849906
103,-0.3398765
104,-0.06872399
105,0.1682075
106,0.6010398
107,1.00495
108,1.358092
109,1.448546
110,1.528291
111,1.697124
112,1.736511
113,1.854111
114,1.932218
115,1.983156
116,2.239783
117,2.275943
118,2.267977
119,2.418425
120,2.546317
121,2.590932
122,2.625008
123,2.706241
124,2.775913
125,2.941921
126,3.035591
127,2.984213
128,2.967315
129,3.125229
130,3.283395
131,3.278815
132,3.317481
133,3.287239
134,3.219749
135,3.225392
136,3.168782
137,3.117424
138,3.054416
139,2.989829
140,2.922192
141,2.813138
142,2.954512
143,2.851154
144,2.780021
145,2.836485
146,2.775129
147,1.849792
148,1.267389
149,1.3107
150,1.076951
151,0.9559094
152,1.068972
153,1.39335
154,1.471175
155,1.524592
156,1.538057
157,1.812445
158,2.092258
159,2.194474
160,2.175791
161,2.176762
162,2.17272
163,2.223672
164,2.451082
165,2.651524
166,2.841825
167,3.015226
168,3.160384
169,3.300465
170,3.402902
171,3.526183
172,3.638442
173,3.543736
174,3.455359
175,3.581134
176,3.686511
177,3.767456
178,3.863149
179,3.94444
180,4.036038
181,4.063472
182,4.11907
183,4.164563
184,4.198257
185,4.236384
186,4.273727
187,4.30286
188,4.325621
189,4.326078
190,4.348771
191,4.393239
192,4.416004
193,4.433123
194,4.46914
195,4.494409
196,4.529924
197,4.52856
198,4.508236
199,4.522457
200,4.535979
201,4.53482
202,4.555452
203,4.571622
204,4.5619
205,4.593833
206,4.472354
207,4.343334
208,4.213771
209,4.090688
210,3.982469
211,3.857516
212,3.716068
213,3.636441
214,3.55138
215,3.418704
216,3.300586
217,3.309474
218,3.347512
219,3.411201
220,3.532843
221,3.649153
222,3.737992
223,3.826153
224,3.689476
225,3.637344
226,3.759553
227,3.744605
228,3.580118
229,3.69275
230,3.673576
231,3.622593
232,3.591001
233,3.733015
234,3.841444
235,3.925165
236,3.901017
237,3.690424
238,3.876462
239,3.441476
240,3.536973
241,2.841641
242,1.906228
243,0.9777181
244,-0.1804103
245,-1.175459
246,-1.648376
247,-2.565315
248,-2.986199
249,-3.761966
250,-4.190445
251,-4.55712
252,-4.469492
253,-4.640328
254,-3.542088
255,-2.630639
256,-1.801941
257,-0.9129797
258,-0.1417015
259,0.3651395
260,0.9493436
261,0.4174398
262,0.2189138
263,-0.3534064
264,-0.8240504
265,-1.267239
266,-0.355771
267,-0.916185
268,-1.334123
269,-1.715751
270,-2.163372
271,-2.721067
272,-3.472613
273,-4.263929
274,-3.923215
275,-4.541081
276,-3.410088
277,-2.334871
278,-1.196123
279,-0.374741
280,0.5920244
281,1.472933
282,2.220016
283,2.738597
284,3.260027
285,3.624837
286,3.904589
287,4.492028
288,4.724365
289,4.928764
290,5.086477
291,5.516412
292,5.881622
293,6.008152
294,6.017851
295,6.061654
296,6.263161
297,6.555653
298,6.782434
299,7.024974
300,7.245252
301,7.422334
302,7.310123
303,7.299492
304,7.185879
305,7.253255
306,7.322787
307,7.358537
308,7.143383
309,6.839415
310,6.783597
311,6.818659
312,5.598962
313,4.229006
314,3.235293
315,1.2186
316,0.4601755
317,-0.07762821
318,0.6685577
319,-1.381916
320,-3.344092
321,-5.000241
322,-7.299567
323,-9.030796
324,-12.10153
325,-13.19948
326,-14.01071
327,-13.21946
328,-13.56974
329,-12.64933
330,-10.85418
331,-10.28811
332,-11.84204
333,-13.99472
334,-13.42375
335,-12.48514
336,-12.44819
337,-13.1879
338,-14.14534
339,-15.24891
340,-14.51121
341,-13.65118
342,-13.67223
343,-14.14628
344,-14.27812
345,-14.9371
346,-15.0161
347,-15.06007
348,-15.4825
349,-13.81974
350,-12.10699
351,-10.72624
352,-10.01071
353,-8.824751
354,-7.924803
355,-7.524813
356,-6.688009
357,-6.773887
358,-7.546955
359,-6.53969
360,-6.861881
361,-7.120644
362,-6.747433
363,-6.474813
364,-6.269516
365,-5.301759
366,-4.421416
367,-3.746791
368,-3.261674
369,-2.590562
370,-1.937811
371,-1.410462
372,-2.176768
373,-2.865114
374,-3.392731
375,-3.940091
376,-4.425836
377,-3.626019
378,-4.186172
379,-3.698451
380,-3.061215
381,-2.45935
382,-1.915936
383,-1.435257
384,-1.037542
385,-0.5989806
386,-1.51951
387,-1.134577
388,-0.78453
389,-0.4541688
390,-0.0921397
391,0.03060548
392,0.2697847
393,0.45828
394,0.7657426
395,0.9897646
396,0.8451917
397,-0.07577745
398,-0.6896027
399,-1.714479
400,-2.475262
401,-2.089853
402,-2.480439
403,-2.257198
404,-2.067857
405,-2.284581
406,-2.644502
407,-1.980396
408,-1.368124
409,-1.90154
410,-2.352379
411,-2.775557
412,-3.121458
413,-2.365772
414,-1.732769
415,-0.9567814
416,-0.4990625
417,-0.04228892
418,0.3655515
419,0.7142389
420,1.019835
421,1.338481
422,1.599285
423,1.806812
424,1.961727
425,1.906007
426,2.045728
